InvoiceID,Date,CustomerID,Gender,AgeGroup,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalSale,Discount,Profit,PaymentMethod
INV018719,2024-01-09,CUST8429,Female,26-35,Pretoria,Drinks,Tea,1,188.09,188.09,9.3,55.26,Cash
INV018720,2024-01-09,CUST7711,Male,60+,Port Elizabeth,Starters,Garlic Bread,3,167.82,503.46,24.23,239.27,Cash
INV018721,2024-01-09,CUST1034,Male,26-35,Cape Town,Desserts,Chocolate Cake,3,69.7,209.1,20.12,79.64,Card
INV018722,2024-01-09,CUST6407,Female,46-60,Pretoria,Main Course,Steak,3,86.53,259.59,13.08,53.94,Card
INV018723,2024-01-09,CUST8804,Female,18-25,Johannesburg,Main Course,Grilled Chicken,4,240.01,960.04,83.12,241.29,EFT
INV018724,2024-01-10,CUST8940,Male,36-45,Johannesburg,Drinks,Coke,3,216.17,648.51,7.56,235.04,Cash
INV018725,2024-01-10,CUST1482,Female,26-35,Port Elizabeth,Drinks,Coffee,2,194.08,388.16,29.07,168.01,EFT
INV018726,2024-01-10,CUST3815,Female,26-35,Port Elizabeth,Desserts,Pudding,3,217.43,652.29,30.42,173.35,Cash
INV018727,2024-01-10,CUST6541,Female,18-25,Port Elizabeth,Drinks,Wine,3,65.94,197.82,13.33,90.09,Card
INV018728,2024-01-10,CUST9751,Female,26-35,Cape Town,Main Course,Grilled Chicken,3,209.06,627.18,10.1,128.49,Cash
INV018729,2024-01-10,CUST6335,Female,36-45,Cape Town,Main Course,Steak,3,168.63,505.89,7.6,178.95,Cash
INV018730,2024-01-10,CUST6785,Male,60+,Durban,Desserts,Chocolate Cake,1,37.54,37.54,1.91,14.1,EFT
INV018731,2024-01-10,CUST8982,Female,36-45,Cape Town,Desserts,Pudding,1,190.15,190.15,1.38,69.46,EFT
INV018732,2024-01-10,CUST8825,Male,36-45,Johannesburg,Desserts,Pudding,1,54.24,54.24,4.81,16.91,Card
INV018733,2024-01-10,CUST3051,Male,60+,Johannesburg,Desserts,Chocolate Cake,4,127.61,510.44,20.1,128.27,Cash
INV018734,2024-01-10,CUST9018,Male,36-45,Johannesburg,Drinks,Coffee,1,239.15,239.15,20.8,59.42,Cash
INV018735,2024-01-10,CUST5191,Female,18-25,Pretoria,Starters,Chicken Wings,2,66.96,133.92,0.52,46.25,Card
INV018736,2024-01-10,CUST7122,Male,18-25,Johannesburg,Main Course,Beef Burger,3,48.59,145.77,8.83,66.05,Card
INV018737,2024-01-10,CUST1669,Female,26-35,Cape Town,Starters,Salad,3,158.99,476.97,16.15,199.25,Card
INV018738,2024-01-10,CUST8068,Female,18-25,Cape Town,Main Course,Steak,3,194.05,582.15,12.45,229.07,Card
INV018739,2024-01-10,CUST4601,Female,36-45,Pretoria,Starters,Garlic Bread,4,101.22,404.88,7.55,96.59,Cash
INV018740,2024-01-10,CUST8088,Female,26-35,Cape Town,Desserts,Ice Cream,4,121.47,485.88,9.73,150.39,Cash
INV018741,2024-01-10,CUST8466,Female,18-25,Pretoria,Desserts,Chocolate Cake,2,201.61,403.22,37.28,123.33,Cash
INV018742,2024-01-10,CUST8477,Female,36-45,Durban,Drinks,Tea,2,134.3,268.6,4.53,85.7,Card
INV018743,2024-01-10,CUST2525,Male,18-25,Durban,Main Course,Grilled Chicken,2,218.56,437.12,25.4,105.26,Cash
INV018744,2024-01-10,CUST9761,Female,18-25,Port Elizabeth,Starters,Chicken Wings,3,103.15,309.45,25.74,136.55,Cash
INV018745,2024-01-10,CUST9991,Female,18-25,Johannesburg,Drinks,Coffee,1,140.81,140.81,11.37,59.14,EFT
INV018746,2024-01-10,CUST5466,Female,36-45,Pretoria,Desserts,Pudding,3,237.46,712.38,31.44,322.46,EFT
INV018747,2024-01-10,CUST8338,Male,46-60,Port Elizabeth,Drinks,Tea,3,225.24,675.72,26.27,193.5,Card
INV018748,2024-01-10,CUST1960,Male,46-60,Cape Town,Desserts,Ice Cream,2,95.01,190.02,0.96,91.09,Card
INV018749,2024-01-10,CUST5255,Male,36-45,Cape Town,Drinks,Coke,2,221.93,443.86,21.64,208.66,Cash
INV018750,2024-01-10,CUST6431,Female,60+,Pretoria,Starters,Garlic Bread,1,208.88,208.88,8.5,67.62,Card
INV018751,2024-01-10,CUST9115,Male,46-60,Johannesburg,Drinks,Beer,3,97.45,292.35,12.02,83.98,EFT
INV018752,2024-01-10,CUST1680,Female,46-60,Cape Town,Main Course,Fish & Chips,2,160.4,320.8,21.27,79.41,EFT
INV018753,2024-01-10,CUST6065,Male,26-35,Johannesburg,Drinks,Wine,2,36.46,72.92,2.71,19.22,EFT
INV018754,2024-01-10,CUST2266,Male,18-25,Pretoria,Starters,Garlic Bread,2,127.46,254.92,25.15,113.11,Cash
INV018755,2024-01-10,CUST5839,Female,18-25,Port Elizabeth,Drinks,Tea,1,51.61,51.61,3.13,23.89,Card
INV018756,2024-01-10,CUST3154,Female,36-45,Pretoria,Drinks,Beer,3,88.36,265.08,1.1,77.07,Card
INV018757,2024-01-10,CUST2210,Male,46-60,Pretoria,Starters,Soup of the Day,2,95.36,190.72,15.53,76.67,Cash
INV018758,2024-01-10,CUST3047,Female,18-25,Durban,Drinks,Wine,3,113.99,341.97,7.32,125.19,EFT
INV018759,2024-01-10,CUST4141,Male,26-35,Johannesburg,Starters,Salad,1,186.43,186.43,2.89,52.99,Cash
INV018760,2024-01-10,CUST4019,Male,46-60,Pretoria,Starters,Garlic Bread,2,187.7,375.4,4.67,151.5,Cash
INV018761,2024-01-10,CUST2792,Male,36-45,Port Elizabeth,Starters,Chicken Wings,2,243.78,487.56,29.4,98.02,EFT
INV018762,2024-01-10,CUST6095,Male,46-60,Pretoria,Starters,Chicken Wings,4,72.81,291.24,7.2,106.92,Card
INV018763,2024-01-10,CUST8099,Male,36-45,Pretoria,Drinks,Tea,4,240.34,961.36,34.07,356.72,Card
INV018764,2024-01-10,CUST3017,Female,26-35,Durban,Desserts,Chocolate Cake,3,242.5,727.5,29.05,192.53,EFT
INV018765,2024-01-10,CUST4060,Female,46-60,Durban,Main Course,Pasta Alfredo,3,84.62,253.86,13.31,102.6,EFT
INV018766,2024-01-10,CUST2617,Female,26-35,Pretoria,Starters,Salad,2,83.73,167.46,14.34,57.87,Cash
INV018767,2024-01-10,CUST4737,Female,60+,Cape Town,Desserts,Cheesecake,3,58.93,176.79,1.49,41.39,EFT
INV018768,2024-01-10,CUST4872,Female,26-35,Cape Town,Starters,Chicken Wings,4,248.19,992.76,67.09,409.55,EFT
INV018769,2024-01-10,CUST4359,Female,36-45,Port Elizabeth,Desserts,Ice Cream,2,31.51,63.02,2.48,17.34,Cash
INV018770,2024-01-10,CUST6723,Male,36-45,Pretoria,Starters,Salad,1,34.72,34.72,0.31,17.11,EFT
INV018771,2024-01-10,CUST5820,Male,18-25,Pretoria,Drinks,Tea,4,110.55,442.2,31.31,134.72,EFT
INV018772,2024-01-10,CUST7467,Female,60+,Johannesburg,Starters,Salad,3,70.2,210.6,0.15,69.8,EFT
INV018773,2024-01-10,CUST8492,Male,46-60,Johannesburg,Desserts,Cheesecake,4,115.28,461.12,46.08,196.02,Cash
INV018774,2024-01-10,CUST8695,Female,46-60,Johannesburg,Desserts,Ice Cream,3,243.84,731.52,46.87,348.07,Cash
INV018775,2024-01-10,CUST5359,Female,18-25,Port Elizabeth,Starters,Chicken Wings,3,47.76,143.28,5.0,34.88,Cash
INV018776,2024-01-10,CUST8998,Female,26-35,Johannesburg,Main Course,Pasta Alfredo,2,85.58,171.16,4.61,66.81,Cash
INV018777,2024-01-10,CUST3366,Male,60+,Port Elizabeth,Desserts,Cheesecake,4,109.17,436.68,38.19,180.06,EFT
INV018778,2024-01-10,CUST5737,Male,46-60,Cape Town,Starters,Garlic Bread,3,160.99,482.97,45.24,183.18,EFT
INV018779,2024-01-10,CUST9049,Male,46-60,Pretoria,Starters,Garlic Bread,4,173.95,695.8,18.52,268.37,Card
INV018780,2024-01-10,CUST8815,Female,26-35,Port Elizabeth,Starters,Soup of the Day,3,67.19,201.57,5.98,96.58,Cash
INV018781,2024-01-10,CUST2683,Female,46-60,Durban,Desserts,Ice Cream,4,34.93,139.72,1.7,52.24,Card
INV018782,2024-01-10,CUST3723,Male,18-25,Port Elizabeth,Main Course,Pasta Alfredo,2,57.86,115.72,9.09,44.4,EFT
INV018783,2024-01-10,CUST4500,Female,60+,Johannesburg,Starters,Garlic Bread,4,199.55,798.2,34.75,307.05,Cash
INV018784,2024-01-10,CUST8488,Male,26-35,Port Elizabeth,Desserts,Ice Cream,2,59.78,119.56,6.17,46.35,Card
INV018785,2024-01-10,CUST4416,Male,18-25,Pretoria,Starters,Chicken Wings,2,210.28,420.56,15.76,103.67,EFT
INV018786,2024-01-10,CUST6842,Female,46-60,Port Elizabeth,Starters,Salad,2,119.89,239.78,3.25,100.88,Cash
INV018787,2024-01-10,CUST1202,Female,18-25,Durban,Desserts,Pudding,1,114.73,114.73,10.61,37.47,EFT
INV018788,2024-01-10,CUST9909,Male,18-25,Pretoria,Main Course,Pasta Alfredo,3,217.59,652.77,58.85,255.63,EFT
INV018789,2024-01-11,CUST6507,Male,46-60,Durban,Drinks,Wine,4,93.31,373.24,31.91,106.09,Card
INV018790,2024-01-11,CUST2608,Female,36-45,Port Elizabeth,Starters,Chicken Wings,4,179.84,719.36,58.87,331.21,Card
INV018791,2024-01-11,CUST3440,Male,46-60,Pretoria,Starters,Salad,2,204.97,409.94,12.29,126.03,EFT
INV018792,2024-01-11,CUST9925,Female,18-25,Port Elizabeth,Drinks,Tea,4,177.93,711.72,6.4,215.72,Card
INV018793,2024-01-11,CUST6880,Male,26-35,Durban,Starters,Garlic Bread,1,179.08,179.08,14.54,65.97,Cash
INV018794,2024-01-11,CUST5191,Female,46-60,Durban,Drinks,Coke,3,98.78,296.34,26.87,76.83,Cash
INV018795,2024-01-11,CUST7277,Female,60+,Johannesburg,Starters,Soup of the Day,4,119.47,477.88,9.34,101.11,EFT
INV018796,2024-01-11,CUST8659,Male,18-25,Port Elizabeth,Main Course,Steak,2,128.85,257.7,0.78,121.47,EFT
INV018797,2024-01-11,CUST1733,Male,18-25,Port Elizabeth,Desserts,Chocolate Cake,4,36.1,144.4,8.79,70.29,Cash
INV018798,2024-01-11,CUST3722,Female,18-25,Port Elizabeth,Drinks,Wine,3,90.18,270.54,15.46,63.36,Cash
INV018799,2024-01-11,CUST7360,Female,26-35,Durban,Starters,Soup of the Day,1,25.18,25.18,0.09,11.61,EFT
INV018800,2024-01-11,CUST6127,Female,18-25,Johannesburg,Starters,Salad,1,47.79,47.79,3.2,17.38,EFT
INV018801,2024-01-11,CUST8500,Male,46-60,Durban,Drinks,Tea,4,89.59,358.36,15.87,125.07,EFT
INV018802,2024-01-11,CUST4601,Female,18-25,Cape Town,Desserts,Cheesecake,1,42.38,42.38,0.53,11.69,Card
INV018803,2024-01-11,CUST7770,Male,60+,Pretoria,Main Course,Grilled Chicken,1,77.24,77.24,3.64,30.72,Card
INV018804,2024-01-11,CUST2235,Female,36-45,Johannesburg,Drinks,Beer,4,28.6,114.4,7.25,53.07,EFT
INV018805,2024-01-11,CUST2774,Male,36-45,Port Elizabeth,Main Course,Beef Burger,3,62.57,187.71,0.56,49.85,Card
INV018806,2024-01-11,CUST9246,Male,26-35,Cape Town,Starters,Salad,1,124.87,124.87,8.74,41.19,EFT
INV018807,2024-01-11,CUST2958,Male,60+,Cape Town,Desserts,Cheesecake,1,177.26,177.26,11.43,58.0,EFT
INV018808,2024-01-11,CUST6915,Female,18-25,Cape Town,Desserts,Pudding,3,107.37,322.11,13.04,73.1,Card
INV018809,2024-01-11,CUST5732,Female,60+,Johannesburg,Drinks,Coke,3,226.33,678.99,22.65,288.72,Cash
INV018810,2024-01-11,CUST1156,Male,60+,Port Elizabeth,Starters,Garlic Bread,3,229.8,689.4,31.96,209.21,Cash
INV018811,2024-01-11,CUST6999,Female,60+,Durban,Desserts,Pudding,1,182.34,182.34,9.85,82.88,Card
INV018812,2024-01-11,CUST3535,Female,60+,Johannesburg,Drinks,Beer,3,157.92,473.76,24.88,100.35,Cash
INV018813,2024-01-11,CUST1723,Female,36-45,Cape Town,Desserts,Chocolate Cake,4,159.41,637.64,7.52,274.54,EFT
INV018814,2024-01-11,CUST3124,Male,60+,Port Elizabeth,Starters,Salad,3,46.57,139.71,2.48,69.45,Cash
INV018815,2024-01-11,CUST8643,Male,36-45,Port Elizabeth,Starters,Garlic Bread,2,243.25,486.5,32.13,206.31,EFT
INV018816,2024-01-11,CUST8592,Male,18-25,Cape Town,Desserts,Ice Cream,2,149.96,299.92,1.94,73.94,EFT
INV018817,2024-01-11,CUST5607,Female,36-45,Port Elizabeth,Desserts,Pudding,2,37.43,74.86,4.08,15.27,EFT
INV018818,2024-01-11,CUST9900,Male,18-25,Port Elizabeth,Starters,Garlic Bread,3,63.03,189.09,6.57,70.04,EFT
INV018819,2024-01-11,CUST1271,Male,18-25,Pretoria,Drinks,Coke,3,132.66,397.98,13.56,190.14,Cash
INV018820,2024-01-11,CUST9004,Female,26-35,Durban,Drinks,Coffee,4,111.66,446.64,7.25,106.52,EFT
INV018821,2024-01-11,CUST7211,Male,60+,Johannesburg,Main Course,Steak,2,56.44,112.88,7.5,35.17,Cash
INV018822,2024-01-11,CUST4336,Male,60+,Pretoria,Main Course,Fish & Chips,4,110.31,441.24,35.12,180.78,EFT
INV018823,2024-01-11,CUST7267,Female,18-25,Durban,Drinks,Tea,2,174.98,349.96,34.16,165.77,EFT
INV018824,2024-01-11,CUST1818,Female,18-25,Pretoria,Drinks,Tea,1,35.19,35.19,2.02,11.33,Card
INV018825,2024-01-11,CUST3839,Male,46-60,Port Elizabeth,Starters,Chicken Wings,2,229.9,459.8,7.59,126.74,EFT
INV018826,2024-01-11,CUST9726,Male,46-60,Johannesburg,Main Course,Steak,1,144.71,144.71,0.56,31.9,Cash
INV018827,2024-01-11,CUST7462,Female,26-35,Durban,Starters,Salad,2,231.18,462.36,34.33,167.79,EFT
INV018828,2024-01-11,CUST5185,Female,36-45,Port Elizabeth,Starters,Garlic Bread,3,35.7,107.1,6.75,27.58,Cash
INV018829,2024-01-11,CUST6663,Female,18-25,Pretoria,Drinks,Beer,1,124.32,124.32,2.29,42.23,Cash
INV018830,2024-01-11,CUST7462,Male,60+,Johannesburg,Starters,Salad,1,39.23,39.23,1.8,15.68,EFT
INV018831,2024-01-11,CUST5256,Female,36-45,Durban,Desserts,Cheesecake,1,38.24,38.24,0.63,8.16,Card
INV018832,2024-01-11,CUST7340,Female,18-25,Port Elizabeth,Drinks,Wine,4,130.52,522.08,11.47,205.9,EFT
INV018833,2024-01-11,CUST8408,Male,26-35,Pretoria,Desserts,Pudding,1,39.14,39.14,1.85,12.96,Cash
INV018834,2024-01-11,CUST2045,Male,46-60,Cape Town,Main Course,Pasta Alfredo,4,56.35,225.4,5.01,63.85,Cash
INV018835,2024-01-11,CUST8961,Male,26-35,Durban,Main Course,Fish & Chips,4,151.3,605.2,41.31,134.77,Card
INV018836,2024-01-11,CUST9021,Female,46-60,Cape Town,Drinks,Wine,2,164.46,328.92,13.33,116.96,Cash
INV018837,2024-01-11,CUST4890,Female,26-35,Durban,Desserts,Ice Cream,2,129.75,259.5,13.58,129.39,Card
INV018838,2024-01-11,CUST4714,Female,26-35,Pretoria,Drinks,Coffee,2,77.01,154.02,11.72,46.29,Card
INV018839,2024-01-11,CUST7413,Female,26-35,Johannesburg,Starters,Soup of the Day,2,29.56,59.12,5.44,26.24,Cash
INV018840,2024-01-11,CUST5128,Female,60+,Durban,Starters,Garlic Bread,3,222.76,668.28,13.08,171.23,Cash
INV018841,2024-01-11,CUST8611,Male,26-35,Durban,Drinks,Coke,1,123.75,123.75,5.34,60.89,Card
INV018842,2024-01-11,CUST7101,Male,60+,Johannesburg,Drinks,Beer,2,86.61,173.22,16.63,56.9,Cash
INV018843,2024-01-11,CUST7456,Male,26-35,Port Elizabeth,Starters,Salad,4,179.59,718.36,35.99,293.26,Card
INV018844,2024-01-11,CUST2934,Female,36-45,Cape Town,Main Course,Grilled Chicken,2,228.62,457.24,25.99,115.96,Cash
INV018845,2024-01-11,CUST8074,Male,46-60,Pretoria,Starters,Chicken Wings,4,182.69,730.76,66.85,314.29,Card
INV018846,2024-01-11,CUST9072,Female,18-25,Durban,Drinks,Wine,3,87.54,262.62,13.71,55.31,Card
INV018847,2024-01-11,CUST4268,Female,60+,Johannesburg,Desserts,Cheesecake,4,222.68,890.72,4.55,324.82,Card
INV018848,2024-01-11,CUST3478,Female,18-25,Port Elizabeth,Desserts,Cheesecake,1,67.26,67.26,2.98,26.52,EFT
INV018849,2024-01-11,CUST4349,Female,60+,Johannesburg,Drinks,Wine,4,201.16,804.64,32.94,254.13,Card
INV018850,2024-01-11,CUST7008,Male,26-35,Durban,Main Course,Fish & Chips,2,218.85,437.7,43.74,185.14,Card
INV018851,2024-01-11,CUST2122,Female,26-35,Port Elizabeth,Starters,Garlic Bread,3,133.97,401.91,23.38,187.04,Card
INV018852,2024-01-11,CUST9145,Male,46-60,Johannesburg,Main Course,Grilled Chicken,2,189.83,379.66,5.28,115.0,Cash
INV018853,2024-01-11,CUST8355,Male,18-25,Johannesburg,Main Course,Beef Burger,3,83.86,251.58,23.51,111.84,Cash
INV018854,2024-01-11,CUST7980,Female,18-25,Johannesburg,Starters,Salad,2,22.44,44.88,0.46,19.87,Cash
INV018855,2024-01-11,CUST5017,Male,18-25,Cape Town,Desserts,Pudding,4,172.32,689.28,51.35,199.93,EFT
INV018856,2024-01-11,CUST3696,Female,46-60,Durban,Drinks,Coffee,1,80.71,80.71,1.35,23.52,EFT
INV018857,2024-01-11,CUST6882,Male,46-60,Port Elizabeth,Desserts,Chocolate Cake,1,75.35,75.35,2.4,18.55,Cash
INV018858,2024-01-11,CUST4513,Male,18-25,Pretoria,Starters,Soup of the Day,3,57.23,171.69,9.06,65.07,Card
INV018859,2024-01-11,CUST2800,Female,36-45,Pretoria,Drinks,Coke,4,25.57,102.28,3.56,29.79,Cash
INV018860,2024-01-11,CUST1678,Female,26-35,Port Elizabeth,Starters,Soup of the Day,1,210.6,210.6,9.53,61.59,EFT
INV018861,2024-01-11,CUST3350,Male,26-35,Cape Town,Desserts,Pudding,1,248.18,248.18,15.36,52.73,Cash
INV018862,2024-01-11,CUST1857,Male,18-25,Cape Town,Starters,Garlic Bread,4,224.05,896.2,77.25,366.96,Cash
INV018863,2024-01-12,CUST3537,Male,60+,Pretoria,Drinks,Wine,1,181.42,181.42,3.16,64.79,Card
INV018864,2024-01-12,CUST3531,Female,36-45,Pretoria,Main Course,Fish & Chips,3,173.88,521.64,39.94,183.03,EFT
INV018865,2024-01-12,CUST7279,Male,18-25,Port Elizabeth,Starters,Salad,2,107.33,214.66,14.76,83.23,EFT
INV018866,2024-01-12,CUST4895,Female,46-60,Pretoria,Desserts,Pudding,1,128.88,128.88,0.78,52.44,Cash
INV018867,2024-01-12,CUST9213,Female,26-35,Durban,Desserts,Ice Cream,4,224.37,897.48,1.83,415.03,EFT
INV018868,2024-01-12,CUST3686,Male,36-45,Pretoria,Starters,Soup of the Day,2,232.52,465.04,11.57,198.46,Cash
INV018869,2024-01-12,CUST6922,Male,26-35,Johannesburg,Desserts,Pudding,4,121.42,485.68,43.03,134.74,EFT
INV018870,2024-01-12,CUST4574,Female,46-60,Durban,Desserts,Pudding,4,113.82,455.28,38.92,134.52,Card
INV018871,2024-01-12,CUST2339,Male,46-60,Durban,Drinks,Coke,3,203.1,609.3,23.62,243.4,Cash
INV018872,2024-01-12,CUST7724,Male,26-35,Johannesburg,Drinks,Coffee,2,126.8,253.6,12.35,93.95,EFT
INV018873,2024-01-12,CUST3167,Male,46-60,Pretoria,Desserts,Cheesecake,1,146.99,146.99,3.23,38.43,Cash
INV018874,2024-01-12,CUST7645,Male,18-25,Port Elizabeth,Starters,Soup of the Day,2,212.06,424.12,40.74,178.94,Card
INV018875,2024-01-12,CUST4998,Female,26-35,Johannesburg,Desserts,Cheesecake,1,116.76,116.76,10.92,49.47,Card
INV018876,2024-01-12,CUST4023,Male,46-60,Durban,Drinks,Wine,1,149.9,149.9,9.68,61.4,Cash
INV018877,2024-01-12,CUST7135,Female,26-35,Cape Town,Starters,Salad,2,214.31,428.62,1.58,206.77,EFT
INV018878,2024-01-12,CUST8949,Male,36-45,Pretoria,Main Course,Grilled Chicken,4,141.66,566.64,48.75,254.08,EFT
INV018879,2024-01-12,CUST1178,Male,60+,Durban,Drinks,Tea,2,56.85,113.7,8.77,28.5,Card
INV018880,2024-01-12,CUST9006,Female,36-45,Port Elizabeth,Drinks,Beer,3,78.79,236.37,1.11,55.99,Cash
INV018881,2024-01-12,CUST9907,Male,60+,Pretoria,Main Course,Fish & Chips,4,39.8,159.2,15.53,44.3,Card
INV018882,2024-01-12,CUST6204,Female,18-25,Johannesburg,Desserts,Cheesecake,4,217.71,870.84,30.94,373.36,Card
INV018883,2024-01-12,CUST3251,Male,18-25,Cape Town,Main Course,Beef Burger,4,124.88,499.52,44.4,185.66,Cash
INV018884,2024-01-12,CUST4332,Female,60+,Cape Town,Starters,Soup of the Day,1,142.49,142.49,4.65,69.16,Cash
INV018885,2024-01-12,CUST5492,Female,36-45,Pretoria,Starters,Garlic Bread,4,136.47,545.88,40.87,163.89,Cash
INV018886,2024-01-12,CUST4129,Female,60+,Johannesburg,Drinks,Wine,4,63.87,255.48,24.38,54.41,EFT
INV018887,2024-01-12,CUST7995,Female,18-25,Port Elizabeth,Desserts,Chocolate Cake,1,96.98,96.98,7.89,33.99,EFT
INV018888,2024-01-12,CUST9633,Male,26-35,Pretoria,Desserts,Ice Cream,2,244.71,489.42,40.74,205.09,EFT
INV018889,2024-01-12,CUST7552,Female,36-45,Port Elizabeth,Starters,Chicken Wings,4,236.21,944.84,69.13,214.54,EFT
INV018890,2024-01-12,CUST5479,Female,26-35,Durban,Drinks,Wine,3,116.17,348.51,3.92,158.11,EFT
INV018891,2024-01-12,CUST4819,Male,46-60,Durban,Desserts,Pudding,1,199.41,199.41,9.04,62.42,Card
INV018892,2024-01-12,CUST9474,Male,60+,Cape Town,Starters,Soup of the Day,4,26.73,106.92,1.13,49.3,Card
INV018893,2024-01-12,CUST4819,Male,36-45,Port Elizabeth,Starters,Soup of the Day,1,144.25,144.25,2.37,67.12,Cash
INV018894,2024-01-12,CUST7242,Male,60+,Johannesburg,Main Course,Steak,1,149.74,149.74,1.77,57.57,Cash
INV018895,2024-01-12,CUST2889,Male,36-45,Port Elizabeth,Drinks,Tea,2,87.79,175.58,15.73,45.86,EFT
INV018896,2024-01-12,CUST4879,Male,26-35,Pretoria,Main Course,Grilled Chicken,1,181.77,181.77,15.1,74.48,Card
INV018897,2024-01-12,CUST2289,Female,60+,Durban,Main Course,Pasta Alfredo,2,170.58,341.16,21.12,77.82,Cash
INV018898,2024-01-12,CUST4665,Male,36-45,Pretoria,Desserts,Chocolate Cake,1,202.44,202.44,5.6,60.4,Cash
INV018899,2024-01-12,CUST6687,Female,36-45,Pretoria,Starters,Garlic Bread,1,212.18,212.18,8.05,104.68,Card
INV018900,2024-01-12,CUST9095,Male,60+,Pretoria,Drinks,Beer,1,77.63,77.63,1.3,38.22,Card
INV018901,2024-01-12,CUST4585,Female,46-60,Cape Town,Desserts,Chocolate Cake,1,102.59,102.59,7.45,38.4,EFT
INV018902,2024-01-12,CUST9684,Male,36-45,Cape Town,Main Course,Beef Burger,4,54.12,216.48,16.31,69.12,EFT
INV018903,2024-01-12,CUST8674,Male,60+,Cape Town,Starters,Garlic Bread,4,28.25,113.0,6.7,54.87,Cash
INV018904,2024-01-13,CUST8782,Female,26-35,Durban,Drinks,Coke,1,225.38,225.38,1.55,104.39,Card
INV018905,2024-01-13,CUST9494,Male,18-25,Johannesburg,Main Course,Pasta Alfredo,4,246.11,984.44,8.26,305.56,Cash
INV018906,2024-01-13,CUST9479,Female,36-45,Port Elizabeth,Drinks,Beer,3,144.02,432.06,8.72,202.34,Cash
INV018907,2024-01-13,CUST6852,Female,36-45,Durban,Drinks,Beer,2,52.05,104.1,7.38,51.44,EFT
INV018908,2024-01-13,CUST4649,Male,18-25,Pretoria,Main Course,Pasta Alfredo,1,127.86,127.86,0.83,38.36,EFT
INV018909,2024-01-13,CUST7789,Male,46-60,Pretoria,Desserts,Ice Cream,2,222.76,445.52,10.44,162.27,Cash
INV018910,2024-01-13,CUST8379,Female,18-25,Pretoria,Main Course,Steak,1,68.83,68.83,0.26,16.38,EFT
INV018911,2024-01-13,CUST7239,Male,36-45,Johannesburg,Desserts,Chocolate Cake,3,143.85,431.55,42.7,198.11,Card
INV018912,2024-01-13,CUST1558,Female,18-25,Durban,Main Course,Fish & Chips,3,60.48,181.44,16.57,65.65,Card
INV018913,2024-01-13,CUST9658,Male,26-35,Cape Town,Starters,Garlic Bread,3,135.81,407.43,32.01,97.71,EFT
INV018914,2024-01-13,CUST8794,Male,60+,Port Elizabeth,Main Course,Steak,1,220.01,220.01,5.84,68.32,EFT
INV018915,2024-01-13,CUST5476,Male,26-35,Durban,Main Course,Steak,3,219.7,659.1,59.83,237.49,EFT
INV018916,2024-01-13,CUST5866,Male,26-35,Cape Town,Main Course,Pasta Alfredo,2,73.2,146.4,12.08,40.78,EFT
INV018917,2024-01-13,CUST9147,Female,36-45,Durban,Drinks,Coke,2,41.48,82.96,7.43,31.15,Cash
INV018918,2024-01-13,CUST8134,Male,36-45,Pretoria,Desserts,Pudding,3,236.53,709.59,17.62,344.6,Card
INV018919,2024-01-13,CUST5700,Male,46-60,Durban,Desserts,Cheesecake,1,213.4,213.4,10.96,58.88,EFT
INV018920,2024-01-13,CUST3708,Male,26-35,Durban,Drinks,Coke,2,22.42,44.84,4.15,10.91,Cash
INV018921,2024-01-13,CUST4598,Male,46-60,Johannesburg,Desserts,Ice Cream,3,41.28,123.84,3.53,34.01,EFT
INV018922,2024-01-13,CUST3879,Male,18-25,Pretoria,Drinks,Coke,3,156.29,468.87,1.24,222.29,Cash
INV018923,2024-01-13,CUST1582,Male,36-45,Cape Town,Starters,Garlic Bread,2,97.55,195.1,7.15,40.86,Card
INV018924,2024-01-13,CUST8287,Male,18-25,Durban,Desserts,Pudding,4,217.91,871.64,5.7,352.55,Card
INV018925,2024-01-13,CUST4999,Female,36-45,Johannesburg,Desserts,Ice Cream,2,205.91,411.82,25.67,133.36,Cash
INV018926,2024-01-13,CUST7496,Female,60+,Pretoria,Desserts,Pudding,3,169.86,509.58,33.36,187.16,Cash
INV018927,2024-01-13,CUST6376,Female,26-35,Johannesburg,Main Course,Grilled Chicken,4,199.25,797.0,9.46,367.87,EFT
INV018928,2024-01-13,CUST3873,Female,18-25,Cape Town,Drinks,Wine,3,238.59,715.77,57.79,338.37,EFT
INV018929,2024-01-13,CUST1558,Male,46-60,Pretoria,Main Course,Steak,4,170.08,680.32,4.87,169.85,Card
INV018930,2024-01-13,CUST4069,Female,26-35,Port Elizabeth,Desserts,Cheesecake,2,221.41,442.82,19.4,127.09,Cash
INV018931,2024-01-13,CUST8036,Female,36-45,Johannesburg,Starters,Garlic Bread,4,43.17,172.68,12.7,34.77,Cash
INV018932,2024-01-13,CUST6266,Female,36-45,Pretoria,Desserts,Ice Cream,2,90.53,181.06,6.5,45.51,EFT
INV018933,2024-01-13,CUST8719,Female,26-35,Pretoria,Desserts,Ice Cream,3,32.18,96.54,2.73,23.56,Card
INV018934,2024-01-13,CUST4901,Male,18-25,Durban,Starters,Garlic Bread,1,148.8,148.8,2.92,59.01,Cash
INV018935,2024-01-13,CUST5744,Male,18-25,Pretoria,Drinks,Coffee,2,213.69,427.38,38.74,174.52,Card
